loyalty_number,salary,clv,redemption_rate,points_balance,active_month_count,inactive_month_count,consecutive_inactive_months,months_since_last_flight,flights_last_3_months,flights_last_6_months,flights_last_12_months,tenure_months,months_since_last_activity,flight_activity_trend,distance_last_3_months,distance_last_6_months,distance_last_12_months,distance_trend,points_last_3_months,points_last_6_months,points_last_12_months,recent_redemption_rate,months_since_last_redemption,cancelled_flag,behavioral_churn,final_churn,salary_missing_flag,gender_Male,education_College,education_Doctor,education_High School or Below,education_Master,marital_status_Married,marital_status_Single,salary_band_Low,salary_band_Medium,salary_band_Unknown,province_British Columbia,province_Manitoba,province_New Brunswick,province_Newfoundland,province_Nova Scotia,province_Ontario,province_Prince Edward Island,province_Quebec,province_Saskatchewan,province_Yukon,loyalty_card_Nova,loyalty_card_Star,clv_band_Low CLV,clv_band_Medium CLV
797685,74668.5,4079.13,0.0295917723515679,46140,13,11,0,0,10,19,25,18.0,0.0,0.1111111111111111,15785.0,32762.0,39357.0,-0.0702126406314425,15785.0,32762.0,39357.0,0.0178560527440327,2.0,0,0,0,1,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
228984,57254.0,4530.53,0.0311352288202039,46957,13,11,0,0,8,16,18,37.0,0.0,0.0,10976.0,23732.0,26736.0,-0.1395421762307933,10976.0,23732.0,26736.0,0.0,11.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
469684,57975.0,5107.16,0.0085143186623102,51587,14,10,0,0,11,14,16,36.0,0.0,2.6666666666666665,17730.0,21275.0,25717.0,4.001410437235543,17730.0,21275.0,25717.0,0.0,11.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
573661,86098.0,4303.64,0.0,5050,3,21,0,0,5,5,5,4.0,0.0,0.0,5050.0,5050.0,5050.0,0.0,5050.0,5050.0,5050.0,0.0,999.0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
848248,56566.0,4911.12,0.0147128769381996,62146,17,7,1,1,5,16,27,57.0,1.0,-0.5454545454545454,9053.0,19905.0,33391.0,-0.1657758938444526,9053.0,19905.0,33391.0,0.0227581009796533,6.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
518533,59369.0,4646.39,0.0,22229,3,21,0,0,6,12,12,7.0,0.0,0.0,11735.0,22229.0,22229.0,0.1182580522203163,11735.0,22229.0,22229.0,0.0,999.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
828776,60899.0,4274.62,0.0,30571,12,12,0,0,2,12,21,19.0,0.0,-0.8,1245.0,8429.0,15936.0,-0.8266982182628062,1245.0,8429.0,15936.0,0.0,999.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
401858,74668.5,4644.7,0.0184093872229465,18822,6,18,9,9,0,0,8,16.0,9.0,0.0,0.0,0.0,14603.0,0.0,0.0,0.0,14603.0,0.0,14.0,1,1,1,1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
504715,74668.5,4734.26,0.0223227490213136,56192,15,9,1,1,7,20,28,42.0,1.0,-0.4615384615384615,8971.0,28192.0,42346.0,-0.5332709016180219,8971.0,28192.0,42346.0,0.0218501702610669,4.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
347932,78444.0,4425.75,0.0207858523497678,67885,16,8,0,0,2,7,16,75.0,0.0,-0.6,1068.0,10933.0,22527.0,-0.8917384693360365,1068.0,10933.0,22527.0,0.0,11.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
400478,90828.0,5187.65,0.0,14764,4,20,12,12,0,0,1,17.0,12.0,0.0,0.0,0.0,1985.0,0.0,0.0,0.0,1985.0,0.0,999.0,1,1,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
576716,79591.0,5013.14,0.0208454991063687,55333,13,11,0,0,1,5,13,60.0,0.0,-0.75,2492.0,5352.0,20029.0,-0.1286713286713286,2492.0,5352.0,20029.0,0.0995889387144992,4.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
753473,70996.0,4254.62,0.0,64862,15,9,0,0,5,16,28,65.0,0.0,-0.5454545454545454,6797.0,19552.0,36025.0,-0.4671109368874951,6797.0,19552.0,36025.0,0.0,999.0,0,0,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
894340,74668.5,5111.36,0.0525931780871892,62328,15,9,0,0,6,13,24,68.0,0.0,-0.1428571428571428,7730.0,22829.0,41094.0,-0.4880455659315186,7730.0,22829.0,41094.0,0.0435411099916772,2.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
730742,49351.0,5070.35,0.0163130552993154,40522,9,15,0,0,9,19,28,12.0,0.0,-0.1,8833.0,24065.0,41194.0,-0.4201024159663865,8833.0,24065.0,41194.0,0.0279243714938707,6.0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
260685,45384.0,4726.87,0.0,59608,16,8,1,1,4,12,22,5.0,1.0,-0.5,6369.0,16460.0,30964.0,-0.3688435239322168,6369.0,16460.0,30964.0,0.0,999.0,0,0,0,0,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
272944,74668.5,4872.02,0.0090186231429169,47359,12,12,0,0,14,18,21,36.0,0.0,2.5,20542.0,23878.0,27956.0,5.157673860911271,20542.0,23878.0,27956.0,0.0180500879470642,0.0,0,0,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
735605,66499.0,6636.86,0.0,113752,4,7,0,0,15,39,40,9.0,0.0,-0.375,34020.0,73824.0,75835.0,-0.1453120289418148,51030.0,110736.0,113752.0,0.0,999.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
508115,102982.0,5181.62,0.0238102672995254,62523,14,10,1,1,5,15,25,21.0,1.0,-0.5,8732.0,25452.0,41465.0,-0.4777511961722488,8732.0,25452.0,41465.0,0.0152050919377652,2.0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
644786,102899.0,4637.03,0.0064368549845728,56031,13,11,0,0,6,14,22,41.0,0.0,-0.25,10724.0,25560.0,38265.0,-0.2771636559719601,10724.0,25560.0,38265.0,0.0,20.0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
621940,162087.0,4883.55,0.100919392773145,16820,6,18,3,3,3,5,12,15.0,3.0,0.5,3738.0,6235.0,14830.0,0.4969963956748098,3738.0,6235.0,14830.0,0.2081796311146752,1.0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
798248,94440.0,4458.11,0.0125058821851783,69250,15,9,1,1,2,10,25,79.0,1.0,-0.75,2202.0,13567.0,35056.0,-0.8062472503299604,2202.0,13567.0,35056.0,0.0,13.0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
383108,64497.0,4247.68,0.0071213420837406,49774,15,9,0,0,4,14,24,78.0,0.0,-0.6,7971.0,20013.0,33578.0,-0.3380667663178874,7971.0,20013.0,33578.0,0.0178384050367261,1.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
263707,114551.0,4334.06,0.0171984933551276,27658,8,16,3,3,3,12,16,55.0,3.0,-0.6666666666666666,6861.0,18390.0,25228.0,-0.4048920114493885,6861.0,18390.0,25228.0,0.0,22.0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
635249,74668.5,4665.13,0.0114755484170929,46775,14,10,0,0,5,7,17,56.0,0.0,1.5,4052.0,7088.0,21057.0,0.3346508563899868,4052.0,7088.0,21057.0,0.0,23.0,0,0,0,1,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
539673,49558.0,4087.51,0.0133059021561974,36929,10,14,10,10,0,0,7,46.0,10.0,0.0,0.0,0.0,14142.0,0.0,0.0,0.0,14142.0,0.0,14.0,1,1,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
421855,57975.0,5107.16,0.0,0,0,24,24,999,0,0,0,40.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
444684,87259.0,4974.8,0.0279994197011461,60300,15,9,0,0,10,18,27,28.0,0.0,0.25,8922.0,20934.0,34105.0,-0.2572427572427572,8922.0,20934.0,34105.0,0.0194898251648036,0.0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
905213,132353.0,4237.37,0.0305318746282645,53789,12,12,4,4,0,12,21,38.0,4.0,-1.0,0.0,26721.0,36907.0,-1.0,0.0,26721.0,36907.0,0.0,8.0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
683361,53178.0,4656.67,0.0,36738,10,14,0,0,11,18,28,13.0,0.0,0.5714285714285714,14482.0,22841.0,36738.0,0.7325038880248833,14482.0,22841.0,36738.0,0.0,999.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
403361,70222.0,3895.03,0.0,21288,7,17,2,2,3,11,16,14.0,2.0,-0.625,3279.0,8677.0,15105.0,-0.3925527973323453,3279.0,8677.0,15105.0,0.0,999.0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
724818,78196.0,5233.99,0.0,63380,14,10,1,1,5,12,22,46.0,1.0,-0.2857142857142857,8213.0,21270.0,33532.0,-0.3709887416711342,8213.0,21270.0,33532.0,0.0,999.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
603248,74668.5,4157.7,0.0,0,0,24,24,999,0,0,0,34.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,1,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
608370,74668.5,3839.75,0.0266559299636604,47141,15,9,0,0,5,7,12,70.0,0.0,1.5,6278.0,9704.0,15721.0,0.8324576765907764,6278.0,9704.0,15721.0,0.0440024732069249,0.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
123094,92223.0,4103.85,0.0099931797289683,33386,8,16,0,0,2,17,24,11.0,0.0,-0.8666666666666667,1296.0,23420.0,33723.0,-0.9414210811788104,1296.0,23420.0,33723.0,0.0,10.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
884088,74668.5,4836.05,0.0215643103636733,62660,14,10,1,1,3,11,22,42.0,1.0,-0.625,3837.0,14601.0,37010.0,-0.6435340022296544,3837.0,14601.0,37010.0,0.0,16.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
687748,104192.0,4971.35,0.0,23005,6,18,1,1,3,9,13,16.0,1.0,-0.5,6862.0,16626.0,23005.0,-0.2972142564522737,6862.0,16626.0,23005.0,0.0,999.0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
785185,79593.0,5213.37,0.0180836073273837,29267,9,15,0,0,5,7,11,22.0,0.0,1.5,7051.0,8353.0,16365.0,4.415514592933948,7051.0,8353.0,16365.0,0.0,7.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
265297,60519.0,3978.67,0.0,16640,3,21,0,0,7,11,11,5.0,0.0,0.75,12340.0,16640.0,16640.0,1.869767441860465,12340.0,16640.0,16640.0,0.0,999.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
237984,74668.5,4896.26,0.0131995929640936,67882,16,8,0,0,9,21,27,20.0,0.0,-0.25,16334.0,35598.0,45891.0,-0.1520971760797342,16334.0,35598.0,45891.0,0.0,13.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
224384,97789.0,4528.74,0.0350481033795708,50852,16,8,1,1,5,11,22,68.0,1.0,-0.1666666666666666,10816.0,22606.0,34567.0,-0.0826123833757421,10816.0,22606.0,34567.0,0.0556047067150314,4.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
852392,100159.0,3861.49,0.0309589936284921,47452,12,12,4,4,0,2,9,43.0,4.0,-1.0,0.0,1789.0,15818.0,-1.0,0.0,1789.0,15818.0,0.2940190050307434,5.0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
252341,52779.0,4967.54,0.0051746442432082,64596,14,10,2,2,3,8,24,67.0,2.0,-0.4,6608.0,16138.0,35278.0,-0.306610703043022,6608.0,16138.0,35278.0,0.0,13.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
611765,90175.0,3867.97,0.011331739266036,38040,9,15,0,0,13,16,26,11.0,0.0,3.333333333333333,19936.0,22720.0,38476.0,6.160919540229885,19936.0,22720.0,38476.0,0.0191901408450704,2.0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
670817,82675.0,4118.59,0.0106270256793817,63494,16,8,0,0,6,19,24,24.0,0.0,-0.5384615384615384,13386.0,25812.0,34899.0,0.0772573635924674,13386.0,25812.0,34899.0,0.0,17.0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
421497,63840.0,4921.33,0.0,49812,13,11,1,1,10,15,21,45.0,1.0,1.0,16238.0,18893.0,26559.0,5.116007532956686,16238.0,18893.0,26559.0,0.0,999.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
830547,51111.0,4271.2,0.0,12763,3,21,0,0,7,10,10,7.0,0.0,1.3333333333333333,8566.0,12763.0,12763.0,1.0409816535620682,8566.0,12763.0,12763.0,0.0,999.0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
734192,65673.0,4605.04,0.0350923647238404,61949,16,8,3,3,4,10,15,35.0,3.0,-0.3333333333333333,9168.0,17354.0,25241.0,0.1199609088688004,9168.0,17354.0,25241.0,0.0,11.0,0,0,0,0,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
430880,102644.0,5272.19,0.0165526373868903,66840,8,3,0,0,19,31,37,8.0,0.0,0.5833333333333334,14498.0,35222.0,45310.0,-0.3004246284501061,21747.0,52833.0,67965.0,0.0097666231332689,1.0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
293531,74668.5,4784.77,0.0090817356205852,45172,14,10,0,0,8,16,20,21.0,0.0,0.0,13508.0,27206.0,33092.0,-0.0138706380493502,13508.0,27206.0,33092.0,0.0,9.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
101581,87781.0,4595.46,0.0222841225626741,48438,14,10,1,1,7,13,18,74.0,1.0,0.1666666666666666,13935.0,18351.0,25434.0,2.155570652173913,13935.0,18351.0,25434.0,0.0,7.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
416124,61300.0,5119.41,0.0428404539385848,57353,17,7,1,1,7,13,24,68.0,1.0,0.1666666666666666,4692.0,13654.0,26648.0,-0.4764561481812095,4692.0,13654.0,26648.0,0.0951369562033103,4.0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
602176,76159.0,4330.39,0.0284945674885081,37197,9,15,7,7,0,0,8,28.0,7.0,0.0,0.0,0.0,12398.0,0.0,0.0,0.0,12398.0,0.0,7.0,1,1,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
924719,239728.0,5090.45,0.0050271533533971,59178,15,9,3,3,1,6,18,78.0,3.0,-0.8,2343.0,13543.0,31663.0,-0.7908035714285714,2343.0,13543.0,31663.0,0.0,11.0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
160686,65470.0,5010.92,0.0146565404670143,86927,15,9,0,0,7,14,19,76.0,0.0,0.0,11876.0,26887.0,36261.0,-0.2088468456465259,11876.0,26887.0,36261.0,0.0275597872577825,6.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
850418,45229.0,4770.55,0.0145209176788124,73024,15,9,0,0,7,20,27,38.0,0.0,-0.4615384615384615,11226.0,30829.0,41108.0,-0.4273325511401316,11226.0,30829.0,41108.0,0.0,7.0,0,0,0,0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
947876,101171.0,4479.02,0.0199225158897575,71086,15,9,0,0,7,8,18,0.0,0.0,6.0,11870.0,14253.0,29372.0,3.9811162400335713,11870.0,14253.0,29372.0,0.0731074159826001,0.0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
528074,103558.0,4928.0,0.0,0,0,24,24,999,0,0,0,74.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
717700,62093.0,4315.79,0.0309977739751957,63990,17,7,0,0,4,11,25,39.0,0.0,-0.4285714285714285,9640.0,20326.0,34864.0,-0.0978850832865431,9640.0,20326.0,34864.0,0.0621371642231624,1.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
914255,74668.5,4217.86,0.0,0,0,24,24,999,0,0,0,37.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
947467,49937.0,4196.43,0.0328808070743555,54355,14,10,0,0,9,13,26,46.0,0.0,1.25,15925.0,18293.0,34647.0,5.72508445945946,15925.0,18293.0,34647.0,0.0299021483627617,1.0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
192177,98422.0,4873.44,0.0079239719896804,75370,17,7,0,0,7,15,22,37.0,0.0,-0.125,10559.0,19010.0,31913.0,0.2494379363388948,10559.0,19010.0,31913.0,0.0,9.0,0,0,0,0,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
645265,73313.0,4013.95,0.0083767561506496,45102,16,8,0,0,8,13,16,69.0,0.0,0.6,10272.0,14783.0,18979.0,1.2771004211926402,10272.0,14783.0,18979.0,0.0,9.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
885007,59278.0,5035.04,0.0091076162440841,60927,13,11,0,0,7,11,19,48.0,0.0,0.75,12108.0,21376.0,33855.0,0.3064307293914545,12108.0,21376.0,33855.0,0.0,13.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
381786,79731.0,4766.94,0.0,10056,2,22,0,0,6,6,6,3.0,0.0,0.0,10056.0,10056.0,10056.0,0.0,10056.0,10056.0,10056.0,0.0,999.0,0,0,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
553567,87635.0,4669.23,0.0,18481,5,19,13,13,0,0,0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
995693,78573.0,4376.36,0.0,14812,4,20,0,0,5,9,9,7.0,0.0,0.25,8260.0,14812.0,14812.0,0.2606837606837607,8260.0,14812.0,14812.0,0.0,999.0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
541078,68089.0,4739.35,0.0312263045426346,42162,12,12,2,2,2,12,23,14.0,2.0,-0.8,3725.0,21641.0,40001.0,-0.7920852868943961,3725.0,21641.0,40001.0,0.0198234832031791,4.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
120046,56411.0,4314.17,0.0511029692389894,24863,8,16,0,0,5,6,14,17.0,0.0,4.0,11005.0,11580.0,19594.0,18.139130434782608,11005.0,11580.0,19594.0,0.1156303972366148,3.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
578837,74668.5,4152.65,0.0300787079029757,33149,13,11,4,4,0,2,5,79.0,4.0,-1.0,0.0,1640.0,4783.0,-1.0,0.0,1640.0,4783.0,0.0,8.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
655614,89566.0,4945.07,0.0,0,0,24,24,999,0,0,0,45.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
342980,69086.0,19480.5,0.0,78537,6,5,0,0,15,23,29,10.0,0.0,0.875,31590.0,40730.0,52358.0,2.456236323851204,47385.0,61095.0,78537.0,0.0,999.0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
283314,72127.0,3991.73,0.0,0,0,24,24,999,0,0,0,68.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
735304,128118.0,3873.65,0.0235354596455153,43688,17,7,0,0,5,12,23,24.0,0.0,-0.2857142857142857,5455.0,16109.0,34903.0,-0.4879857330580064,5455.0,16109.0,34903.0,0.0276243093922651,0.0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
277769,48181.0,5054.33,0.0,22457,4,20,0,0,5,15,15,7.0,0.0,-0.5,6445.0,22457.0,22457.0,-0.5974893829627779,6445.0,22457.0,22457.0,0.0,999.0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
232426,74668.5,5208.35,0.0,0,0,24,24,999,0,0,0,57.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,1,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
140392,96814.0,3963.39,0.0257754382912081,44789,15,9,2,2,3,11,17,65.0,2.0,-0.625,4452.0,19949.0,30720.0,-0.7127185906949732,4452.0,19949.0,30720.0,0.0309789964409243,5.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
487536,102982.0,5181.62,0.0,0,0,24,24,999,0,0,0,47.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
119408,74668.5,4760.94,0.0,4900,1,23,0,0,4,4,4,1.0,0.0,0.0,4900.0,4900.0,4900.0,0.0,4900.0,4900.0,4900.0,0.0,999.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
876207,99902.0,4526.95,0.0138378591438265,70054,16,8,0,0,3,4,13,53.0,0.0,2.0,7293.0,8819.0,27333.0,3.779161205766711,7293.0,8819.0,27333.0,0.0518199342329062,0.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
765973,74668.5,4931.22,0.0,0,0,24,24,999,0,0,0,44.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,1,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
437269,74668.5,4654.84,0.0210222257883335,24402,8,16,11,11,0,0,4,33.0,11.0,0.0,0.0,0.0,5099.0,0.0,0.0,0.0,5099.0,0.0,18.0,1,1,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
971599,74668.5,4468.51,0.033195148165208,31484,9,15,2,2,1,6,14,66.0,2.0,-0.8,925.0,10257.0,18492.0,-0.900878696956708,925.0,10257.0,18492.0,0.053231939163498,2.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
324557,74668.5,3914.72,0.0122700553579242,51922,15,9,0,0,4,10,18,70.0,0.0,-0.3333333333333333,3916.0,15754.0,26663.0,-0.6692008785267781,3916.0,15754.0,26663.0,0.0,17.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
776830,47545.0,5218.97,0.0,0,0,24,24,999,0,0,0,55.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
279409,74668.5,4784.42,0.0,49182,13,11,0,0,6,11,14,26.0,0.0,0.2,7698.0,11483.0,15285.0,1.0338177014531045,7698.0,11483.0,15285.0,0.0,999.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
654578,89537.0,4764.86,0.0162582357681187,62262,17,7,0,0,9,18,27,53.0,0.0,0.0,15833.0,31026.0,45155.0,0.0421246626735996,15833.0,31026.0,45155.0,0.0185328434216463,0.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
692096,39000.0,4914.04,0.013103840220833,60778,17,7,1,1,3,8,18,23.0,1.0,-0.4,2459.0,8478.0,24660.0,-0.5914603754776541,2459.0,8478.0,24660.0,0.0,18.0,0,0,0,0,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
